respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.09199810385849794,0.21423228523880414
26708,0.03277183858868026,0.03908376089962745
26709,0.39522509098351477,0.7837393167350276
26710,0.5673359369367962,0.8495903165352658
26711,0.29832670828528984,0.5434532828444234
26712,0.5935714987724413,0.9388056010311827
26713,0.4232949616313149,0.600473570610302
26714,0.11614673720277753,0.12294082478861043
26715,0.04346627998510784,0.10165341145995575
26716,0.12161668794383299,0.8315032197591996
26717,0.035241961332897864,0.459209672698982
26718,0.24741867519996819,0.3960414907370433
26719,0.09293597932781265,0.9335064131053634
26720,0.05811454361985546,0.2050627325117788
26721,0.4786576406745381,0.4999852692780042
26722,0.07263581801924152,0.12184653469334628
26723,0.6901302559557,0.9091506348071129
26724,0.10560383999755177,0.8193996506802642
26725,0.052365848938621305,0.07153981553580965
26726,0.053236232682443235,0.06312586723253458
26727,0.26737120471955794,0.8242407086675337
26728,0.16543574092899643,0.41833885209180705
26729,0.07745517255446722,0.22822917589307126
26730,0.06534410696055991,0.1656257457787778
26731,0.0331295507288259,0.24125364644109898
26732,0.09210204256674571,0.11086329225557753
26733,0.8891697659847189,0.9481363895830891
26734,0.4823837843788264,0.2644812534229115
26735,0.09451982302509465,0.40805110230759933
26736,0.05603892371213263,0.12735936430356415
26737,0.05210941275770504,0.12259476051994207
26738,0.6210095601102479,0.861462228997675
26739,0.11162404713635203,0.20360330209157865
26740,0.12348513406750965,0.09577851129725706
26741,0.18544347586226165,0.9273273730167281
26742,0.1228096161968179,0.38039392797983607
26743,0.04941328813151903,0.42740746687024994
26744,0.06656751982261341,0.724513560050481
26745,0.18035800270282615,0.8481864362782457
26746,0.11083817760726178,0.25800278852313263
26747,0.10101241702177476,0.2509709845560404
26748,0.09753832006313433,0.08882462149770938
26749,0.08570505197601831,0.6218943201939428
26750,0.6548869265319233,0.8564911049381753
26751,0.3336093692078778,0.6594533802531205
26752,0.0430462140097875,0.0698534404723398
26753,0.15566989022553002,0.5373987050895923
26754,0.09078640092792399,0.3730609181605125
26755,0.09602036810527008,0.30489952664038206
26756,0.026264059772594207,0.04545126505528747
26757,0.4830097149229534,0.577088603841992
26758,0.5441079239360551,0.7896221645363392
26759,0.05205361739385039,0.16461639380664334
26760,0.02004387107751085,0.05937556339988581
26761,0.26166649703622213,0.6161240810089531
26762,0.10061269769418339,0.7849613748848729
26763,0.7742942036237656,0.9536710854268949
26764,0.8917440805557908,0.9553309650036089
26765,0.08719170617925895,0.6850794330952541
26766,0.1481890469032664,0.13312185489901626
26767,0.8039268684391886,0.6742773855195977
26768,0.031330397719122674,0.46819336694418584
26769,0.14149327137246134,0.18554182597913976
26770,0.12352267711080052,0.6767011331305486
26771,0.03324312579456123,0.16402327086085416
26772,0.06218061189743321,0.4629697989911684
26773,0.028400567130553656,0.2997155915379123
26774,0.03664305370800376,0.23390747171375778
26775,0.09189247917056743,0.472458330610071
26776,0.4654791571707018,0.5104838381042917
26777,0.0597164792235961,0.8740583741141277
26778,0.12244747470313504,0.04967882640458834
26779,0.10422196596255427,0.5057377867673507
26780,0.18520127579968113,0.9297316819811732
26781,0.11602201716420438,0.38041232168150924
26782,0.05355535108853082,0.2644987926946268
26783,0.07672959569921048,0.293559503679062
26784,0.2686297947752516,0.8591519814569556
26785,0.346801285312325,0.5437030487677051
26786,0.1365608170884364,0.18596195117046135
26787,0.09222108246355834,0.6382845594308789
26788,0.08176401799499994,0.9288428298992846
26789,0.0223262234988186,0.19624115862976374
26790,0.06477889730732049,0.22691520386773287
26791,0.05265644922389436,0.10315955692146575
26792,0.1693680082587972,0.7547936954378353
26793,0.12192366876852037,0.930849677100619
26794,0.8324259769508405,0.9049546317399898
26795,0.03899007634463742,0.9089501787864431
26796,0.03899235227443871,0.06618495343126093
26797,0.10056547434436713,0.7527721148080168
26798,0.2394742713063586,0.18319843660475807
26799,0.33005039912222645,0.24162697504719818
26800,0.044758013102393725,0.9174180500365072
26801,0.23963303385484475,0.25142758272116456
26802,0.11327159292769828,0.22140161482569673
26803,0.062074972427329275,0.1542490750755714
26804,0.04461804468159105,0.0864313947853214
26805,0.07148208636771002,0.2024482015357624
26806,0.08161772193712138,0.9336906127170462
26807,0.6436557163367623,0.8795382293928895
26808,0.2336679013432032,0.4983455773959567
26809,0.7044798131906388,0.18758525995110698
26810,0.03489641818665243,0.09162976850306782
26811,0.0519979294557495,0.06626575402380974
26812,0.11855544668457885,0.8113154006085977
26813,0.38417824465233685,0.3897776290238856
26814,0.03704299834081025,0.6124376310400933
26815,0.044513938997159455,0.09441043119636497
26816,0.06510080232246661,0.12547941543650934
26817,0.10996070631511802,0.5758737453233586
26818,0.06734728781326774,0.24612942866450568
26819,0.33885951049546426,0.38843784954904104
26820,0.09865647788700596,0.1946084600384552
26821,0.10357891701821838,0.5851764453479902
26822,0.22056320476953933,0.7444658748592692
26823,0.2863895325389504,0.4247123366920327
26824,0.02891619755723583,0.6836752237170117
26825,0.4604994726493693,0.7894768026221067
26826,0.10688577119370894,0.5953356636918704
26827,0.048479077412983566,0.11067185040452343
26828,0.21087087493018064,0.5217704442297431
26829,0.5483566909238208,0.8854256015709563
26830,0.06455489452513692,0.8233513337740367
26831,0.19264193776853838,0.879495154200136
26832,0.13227108266734142,0.741257340843077
26833,0.022055157059997207,0.5732336677535942
26834,0.2250553963872147,0.5858377777153747
26835,0.6039833364391213,0.9317339718139214
26836,0.16232790883831413,0.6902974067581309
26837,0.06223716362554048,0.05163595788319659
26838,0.1043257978936746,0.44216857002514187
26839,0.22244944341775705,0.3812061565261515
26840,0.09905752935220424,0.15116604478393042
26841,0.5639441336029702,0.8254491132238454
26842,0.04737974210691722,0.12037328191732642
26843,0.04456972894088376,0.06439165023933437
26844,0.05516941794260275,0.3995104487289184
26845,0.07539473294907276,0.7943816991527051
26846,0.08830695114249289,0.8639295685493537
26847,0.24357313013986925,0.13468209054684213
26848,0.05358302494349387,0.7670457650395622
26849,0.25392601114436925,0.5807600461302063
26850,0.4762959408176765,0.5840933755499926
26851,0.0361655898800425,0.07175770638689696
26852,0.0339245136015137,0.07879509236795336
26853,0.5234493753832477,0.4575704837579832
26854,0.036409708437615665,0.11110795430221877
26855,0.5634779444712538,0.8682599470996116
26856,0.10091204161031699,0.048549514183532295
26857,0.44923244124626444,0.1563007270735247
26858,0.108211773497712,0.6301916399519122
26859,0.0805401636747695,0.15825767648360084
26860,0.1747098401727489,0.08750282637626627
26861,0.0624600330959275,0.08610847690055351
26862,0.07684114235113157,0.2474079742336051
26863,0.15146966837685705,0.40010924768211675
26864,0.44805065530121374,0.3698164181621627
26865,0.02208138543457528,0.05478628776460037
26866,0.19622035685996947,0.5737319105583333
26867,0.07545245914088668,0.11078398660552886
26868,0.8715278048226915,0.9020621210066986
26869,0.06556211193888614,0.2718875538577945
26870,0.7013693837198898,0.8957346459358253
26871,0.049850060541695856,0.058892775966284
26872,0.05580060254556482,0.3539459332683271
26873,0.11188689403575446,0.8219359899607246
26874,0.06848772468274188,0.10832554310004494
26875,0.6950867073049906,0.9249479983969019
26876,0.05053568330051761,0.0536026111344175
26877,0.053077064916328284,0.10829899193845957
26878,0.1796100324692379,0.30713273890561704
26879,0.030773128670937688,0.06368389157638128
26880,0.06997505976253125,0.10856925563749534
26881,0.028673357076512078,0.07800743132511137
26882,0.02982642405955292,0.06845762900740428
26883,0.06037745431586679,0.18715118869056233
26884,0.08244046515050943,0.19294641597136797
26885,0.18259433615685458,0.7265027916154364
26886,0.10996437560454914,0.8511730232007638
26887,0.6264510159706979,0.8410370223076874
26888,0.8821739302537581,0.9383263326352587
26889,0.06242806616230965,0.12654705038293018
26890,0.14138550711462106,0.41032160336945633
26891,0.4528204820890837,0.6812144697734104
26892,0.06082211684615787,0.6818540397164644
26893,0.039291110233500084,0.10282618318123977
26894,0.11203086623374624,0.21259789365272155
26895,0.07572635233052938,0.7987467841120366
26896,0.042006698444563007,0.07141844046023253
26897,0.054734708983757,0.41705906147439964
26898,0.14641209278378298,0.576395809107722
26899,0.06319774646699997,0.09484730936880643
26900,0.08226391312500733,0.20661851902527867
26901,0.028582972730063386,0.32042334350483187
26902,0.2015892016559126,0.9373412067903043
26903,0.2212968202604751,0.11754026228426306
26904,0.07783330098444537,0.37725132263995365
26905,0.4788239294458687,0.8576680130673512
26906,0.05893413232430897,0.35096879188014946
26907,0.017484329710433833,0.5539407421159998
26908,0.12595264360254882,0.8571663083201261
26909,0.1232910817497538,0.17202720500415944
26910,0.15897285706329156,0.32355190709656434
26911,0.06618793170673752,0.12642965323053923
26912,0.4874070853333407,0.905890954476233
26913,0.7180960143386014,0.8337383713092246
26914,0.09468826440831836,0.1985180430185005
26915,0.14442776064362498,0.6342691964568539
26916,0.07228723400353002,0.22414522180607704
26917,0.020304158869692095,0.042116900846975454
26918,0.8332579019142518,0.9354527872857783
26919,0.2440941431296026,0.5223330513183024
26920,0.04699012404916246,0.12869375865433666
26921,0.12299014194293592,0.8853275280034733
26922,0.04357608437827857,0.7994762560346866
26923,0.10304324801733421,0.4609063241554798
26924,0.7892071401460294,0.9282925378744105
26925,0.0923608328434858,0.7280442466460032
26926,0.3698877147816703,0.5109237391164453
26927,0.29895020915061915,0.6181180882019696
26928,0.06489776986192085,0.5414179712551055
26929,0.06286866303984256,0.15564990966384668
26930,0.7515729297103134,0.8664160351794601
26931,0.11757974839431795,0.3403320916994462
26932,0.04899170412558974,0.9309209600865989
26933,0.06519601153655799,0.6608102734677233
26934,0.5032848561388704,0.7028672771744586
26935,0.1833729051544715,0.5014001451362128
26936,0.4530186945485688,0.22749367524097627
26937,0.3117339387564339,0.8362055806971842
26938,0.07522642475651617,0.06003319027876119
26939,0.03364458305394028,0.0748792688100347
26940,0.08906045924140026,0.15611110224576472
26941,0.074829863810248,0.4244347084870067
26942,0.6367510164167508,0.8479152987689754
26943,0.14489118171780513,0.7266989250226628
26944,0.09997882566502755,0.18285172813362166
26945,0.11677836361095338,0.5764001072159671
26946,0.12953154939724623,0.7181146000183735
26947,0.11971791772015627,0.55682204257197
26948,0.031392210836545906,0.07621218747711916
26949,0.04620921835873497,0.07629135394660955
26950,0.0568873342639182,0.5214906018828841
26951,0.06392892175673222,0.27705881865311865
26952,0.8347652125212327,0.9202739968253744
26953,0.7852719454286395,0.9365534845087627
26954,0.041239223482397905,0.0991242846800068
26955,0.18513185309830266,0.7957856342078358
26956,0.10377085305125039,0.24588474371484875
26957,0.0387764408726823,0.9388910244949075
26958,0.21030099356787782,0.754331038610681
26959,0.035541710381529125,0.2016517821118351
26960,0.026680437838274677,0.058464442205702155
26961,0.23548647600875472,0.5407750515909469
26962,0.13791800551852176,0.838951553674867
26963,0.16427566114825098,0.34669544520625517
26964,0.09020067452584651,0.1612263275126959
26965,0.8480856323180357,0.9554773194298788
26966,0.034689462234553665,0.0563766442113283
26967,0.10977572584865455,0.5015473716419807
26968,0.05310408694143264,0.7804054072363866
26969,0.04589776040577501,0.22800370337182843
26970,0.5432364251518715,0.4050264540801441
26971,0.0643972843526607,0.1376987215274581
26972,0.018868939848132833,0.052073231051030414
26973,0.037588385946951706,0.1534120122301581
26974,0.14556825497285494,0.27133855476995644
26975,0.07631512878417271,0.7303575616322838
26976,0.8347993814858468,0.4761032530163284
26977,0.07355238518983935,0.35646714587627293
26978,0.02772799143145316,0.8228673758833209
26979,0.3809452103554088,0.7811977750765362
26980,0.076302577375987,0.09312674715231714
26981,0.06544045819830853,0.34991222171653436
26982,0.7069003998952278,0.9053383234162222
26983,0.13524645042467592,0.5734093935537549
26984,0.0732927201221941,0.1549494400240354
26985,0.049172447806393065,0.11022943701032355
26986,0.11084805394867299,0.3851743804363356
26987,0.06249076102105442,0.15588239605474952
26988,0.0359751636817428,0.09869929535195189
26989,0.2832075030434847,0.8341572904519495
26990,0.02310504040630311,0.08041722561258613
26991,0.2838267931201751,0.5315776453193426
26992,0.25435302386727415,0.4298013895045029
26993,0.12535377626756633,0.8156224512398115
26994,0.11818965410380472,0.34478051219128925
26995,0.22921992159757076,0.47456348812216864
26996,0.35618219519938743,0.43087698141424957
26997,0.03674135161349525,0.09196174188895245
26998,0.039691651920062236,0.06383285241164204
26999,0.3630632442277648,0.5081173737228054
27000,0.10198879259756331,0.34860594521135735
27001,0.10299111361655097,0.8298826915006168
27002,0.017592315122394724,0.20022362275772979
27003,0.035404147828377135,0.05175252089476711
27004,0.09284925720094069,0.24640413443543457
27005,0.4662059490343714,0.7982376940607766
27006,0.7832047753482324,0.8908729507967394
27007,0.04092502721100522,0.10275988102449218
27008,0.06002973101594948,0.0650030488933886
27009,0.08220466484943094,0.31340777865620395
27010,0.07989018093753675,0.17383366556090885
27011,0.09930329333231712,0.20849485079955896
27012,0.19760696818876342,0.49188420877965083
27013,0.11421009958033157,0.440178721477173
27014,0.04079457133440051,0.270585485130318
27015,0.07611515982516233,0.19506147550451555
27016,0.1388917087887326,0.280262284901798
27017,0.4020865574708143,0.7762536208597944
27018,0.07805672287748538,0.26848737086570795
27019,0.8306377284245965,0.9576458284148134
27020,0.24573860799632444,0.2604460548484208
27021,0.1317698422470121,0.6383021563615012
27022,0.2017248549512407,0.2229914150393614
27023,0.15364524123393591,0.17080837460566387
27024,0.09028961008618358,0.36892114168955636
27025,0.09328704386824381,0.05816167726184262
27026,0.11076787602392305,0.6284542616330635
27027,0.10937230191341939,0.858130466564054
27028,0.323564281495528,0.8652832998768889
27029,0.06705721178662594,0.2561441040388026
27030,0.1304222254131363,0.17696753752668112
27031,0.26123811862123464,0.8567551547438519
27032,0.25551796616103123,0.5812379790506951
27033,0.29361506712068436,0.6930362057857046
27034,0.01911031494500964,0.6961757597924241
27035,0.10421356983700526,0.22432375488854311
27036,0.15582745131865805,0.7804062766711537
27037,0.47357033688377986,0.7074660927403168
27038,0.042057143028050005,0.05621072745915308
27039,0.8042871300930785,0.8917123704123713
27040,0.17487693613585448,0.29727511267284784
27041,0.1156629381953514,0.7472846360760805
27042,0.0792250455812026,0.6217560819783904
27043,0.3670337911209167,0.6628519194917926
27044,0.021429779477663936,0.047310644111941025
27045,0.12372360452313723,0.5562697143118677
27046,0.05725527386893135,0.15035711654935865
27047,0.5521022737238964,0.5374142384477567
27048,0.22252193037501558,0.5114171051592344
27049,0.367979888675764,0.8834787859750136
27050,0.048127575363343895,0.5328432076885322
27051,0.10664059679966534,0.293406836040204
27052,0.08733798660730592,0.2520252116623343
27053,0.8311676692749973,0.930633507646216
27054,0.03934736743097255,0.06816659765562597
27055,0.08251315051009935,0.8788234492282612
27056,0.053127061157048364,0.0823549840724642
27057,0.028075394687233135,0.04664555626013078
27058,0.8629010954889178,0.9317653959547259
27059,0.05653405877970628,0.1290402621068988
27060,0.021579150408168702,0.2645526933822118
27061,0.10707905059999948,0.5664086311476187
27062,0.051772480492051694,0.510369367377264
27063,0.06920800176852028,0.6033371210387282
27064,0.1706063034537659,0.5937770895456462
27065,0.0663879112457759,0.3320108139768626
27066,0.059158286119407114,0.6372794975708546
27067,0.41606641408450734,0.7395798458866866
27068,0.6957862567780981,0.8889545161403752
27069,0.6960933777866417,0.9338768941743715
27070,0.0429909953963755,0.06859729346038602
27071,0.04405011623820334,0.08368760283294986
27072,0.06831785971567453,0.574617744481606
27073,0.04269832557513289,0.875756679733734
27074,0.06487201710685703,0.249755793255534
27075,0.6116533675615234,0.8090347372095988
27076,0.6540411906265966,0.7392482371541303
27077,0.02952447311008281,0.08289328398770203
27078,0.21797869436661998,0.8689070058478147
27079,0.2900029573702346,0.9100108098021563
27080,0.07096247924097775,0.15977726563852543
27081,0.03250446743190716,0.6276379506322787
27082,0.14217411952768147,0.3385295914058155
27083,0.06653674201913502,0.26681081323948436
27084,0.8610752841913855,0.7631459674203067
27085,0.032647264401394954,0.06308985218747526
27086,0.060996357794823326,0.1308070805318627
27087,0.14649908802352243,0.2702957586577832
27088,0.20531670244609487,0.569474422943394
27089,0.1334164839881709,0.2022526833406506
27090,0.23383406077199764,0.689390205710442
27091,0.5364684360425275,0.2591888092141337
27092,0.09509768150856641,0.2327354896900076
27093,0.1711082589136788,0.16994497016100518
27094,0.0221892332185917,0.0650044560731462
27095,0.0930702955144041,0.5408518348851532
27096,0.065155558336658,0.18682590620832917
27097,0.5543618806635241,0.6652021820233457
27098,0.562394243106225,0.882815376424331
27099,0.18866757895258252,0.6113354925143404
27100,0.08127443017457418,0.8248969117642437
27101,0.12206416820713738,0.6864525137235518
27102,0.06980689266708329,0.8162558907567841
27103,0.018201192624822154,0.07229700909735533
27104,0.21749951707335072,0.4375754095780696
27105,0.06094402612554014,0.3958401923144932
27106,0.6298986112420086,0.8621647324882769
27107,0.5128857730879756,0.7452961866160731
27108,0.0942081660244758,0.2141840112850371
27109,0.08331415172086247,0.12347900339134336
27110,0.09681284461025083,0.3580100250606735
27111,0.06230934464553995,0.35629465419127404
27112,0.2798356334340439,0.6433028532172502
27113,0.07233593878491666,0.12851709777097975
27114,0.09367432274150413,0.1985180430185005
27115,0.4826171520701605,0.8417054524162725
27116,0.1331090407034627,0.9298171088516116
27117,0.048200980002168325,0.09074610464286566
27118,0.13454835609437474,0.547463970270824
27119,0.05807098308301928,0.2682238397642919
27120,0.327986093748469,0.9551151760992936
27121,0.024445669870767225,0.8382631550900671
27122,0.057838039274234906,0.3257184259022739
27123,0.07060789744861541,0.1476241284256348
27124,0.04686338508842285,0.1404611117691429
27125,0.04508103773211088,0.05620016849264781
27126,0.2914154205543963,0.12024029728311536
27127,0.05820725157409712,0.10062741897581501
27128,0.1329223050481903,0.5526345973700829
27129,0.6177402851802491,0.596205606510702
27130,0.1162841094575355,0.21218958757463344
27131,0.05651184659572746,0.094743148610935
27132,0.5224965821327038,0.895998858801525
27133,0.15930004649361226,0.6959347121944185
27134,0.77269213287609,0.9379366573469607
27135,0.15047234303253604,0.5331661567505944
27136,0.06312184000956739,0.5117796273727742
27137,0.06036548615063641,0.1494096482770415
27138,0.16002170776760397,0.5056644213074066
27139,0.11373354594886487,0.17334926133887762
27140,0.8049250390260885,0.9273931305919041
27141,0.5549098053937317,0.7812213553810673
27142,0.08365318368226786,0.24382659993824887
27143,0.1896717086762875,0.550673000807359
27144,0.0803681890033988,0.08480402315408704
27145,0.5009506915460122,0.6999118314588859
27146,0.0744154181068933,0.9366340267735179
27147,0.04829203144373667,0.19688876765448926
27148,0.13847630701008223,0.09200007698247294
27149,0.19977819416045048,0.10077466411970608
27150,0.45447834092839196,0.9514940364746819
27151,0.12771714498459927,0.7596085745828522
27152,0.03924457215067804,0.17584545254903597
27153,0.17252193432906757,0.790061589333721
27154,0.7517303969151953,0.9326456950810603
27155,0.16233550955623152,0.5895443490640186
27156,0.028742804690601715,0.2779958172740966
27157,0.023099132411267,0.5250104773388435
27158,0.07822754450776984,0.3838521415166572
27159,0.038611230644127616,0.13273347995461596
27160,0.22752122661425309,0.25300190784262244
27161,0.2543273677262533,0.5284203764548118
27162,0.15754288362785582,0.928640694266889
27163,0.6224095581900954,0.43987226184073497
27164,0.30871694395187166,0.12703308802298535
27165,0.4494982920142738,0.6787491726320456
27166,0.10915842722325331,0.20099887370894376
27167,0.08107043158936945,0.46532899308491704
27168,0.15383107486083833,0.6996785846342201
27169,0.4691153101080466,0.648399334678691
